from_ip,to_ip,token
0.1.112.29,0.1.112.29,2059793444996211336
0.1.112.30,0.1.112.33,2059793444991211359
0.1.112.34,0.1.112.40,2059793444991211350
0.1.112.42,0.1.112.45,2059793444990211358
0.1.112.46,0.1.112.49,2059793444990211354
0.1.112.51,0.1.112.53,2059793444993211333
0.1.112.55,0.1.112.55,2059793444993211335
0.1.112.57,0.1.112.59,2059793444993211331
0.1.112.60,0.1.112.63,2059793444992211354
0.1.112.64,0.1.112.74,2059793444987211368
0.1.112.76,0.1.112.84,2059793444986211371
0.1.112.85,0.1.112.93,2059792444989211354
0.1.112.95,0.1.112.104,2059792444990211334
0.1.112.106,0.1.112.112,2059792444987211357
0.1.112.114,0.1.112.115,2059792444987211358
0.1.112.117,0.1.112.126,2059792444988211354
0.1.112.127,0.1.112.128,2059792444988211352
0.1.112.130,0.1.112.135,2059792444993211340
0.1.112.136,0.1.112.139,2059792444993211336
0.1.112.141,0.1.112.142,2059792444994211336
0.1.112.143,0.1.112.143,2059792444994211337
0.1.112.145,0.1.112.150,2059792444994211328
0.1.112.152,0.1.112.153,2059792444991211328
0.1.112.155,0.1.112.163,2059792444992211331
0.1.112.164,0.1.112.169,2059792444992211333
0.1.112.171,0.1.112.179,2059792444981211364
0.1.112.181,0.1.112.191,2059792444982211365
0.1.112.193,0.1.112.199,2059787444863211027
0.1.112.201,0.1.112.211,2059787444862211042
0.1.112.213,0.1.112.215,2059787444861211053
0.1.112.217,0.1.112.219,2059787444861211049
0.1.112.220,0.1.112.226,2059787444860211049
0.1.112.227,0.1.112.234,2059787444867211034
0.1.112.235,0.1.112.244,2059787444866211037
0.1.112.245,0.1.112.248,2059787444866211033
0.1.112.249,0.1.113.0,2059787444865211030
0.1.113.2,0.1.113.3,2059787444865211029
0.1.113.5,0.1.113.8,2059787444864211027
0.1.113.10,0.1.113.15,2059787444864211032
0.1.113.16,0.1.113.16,2059787444855211068
0.1.113.17,0.1.113.18,2059787444855211070
0.1.113.20,0.1.113.24,2059787444855211060
0.1.113.26,0.1.113.30,2059787444854211063
0.1.113.31,0.1.113.31,2059787444854211062
0.1.113.33,0.1.113.41,2059786444857211048
0.1.113.43,0.1.113.51,2059786444858211051
0.1.113.52,0.1.113.55,2059786444858211047
0.1.113.56,0.1.113.65,2059786444859211042
0.1.113.66,0.1.113.73,2059786444860211027
0.1.113.75,0.1.113.85,2059786444861211032
0.1.113.87,0.1.113.91,2059786444862211031
0.1.113.93,0.1.113.101,2059786444863211034
0.1.113.103,0.1.113.112,2059786444864211038
0.1.113.114,0.1.113.118,2059786444849211063
0.1.113.120,0.1.113.120,2059786444849211057
0.1.113.122,0.1.113.128,2059786444850211060
0.1.113.129,0.1.113.132,2059786444850211056
0.1.113.133,0.1.113.139,2059789444971211365
0.1.113.141,0.1.113.142,2059789444971211360
0.1.113.143,0.1.113.145,2059789444971211375
0.1.113.147,0.1.113.148,2059789444970211367
0.1.113.149,0.1.113.149,2059789444970211366
0.1.113.151,0.1.113.158,2059789444973211374
0.1.113.159,0.1.113.166,2059789444972211363
0.1.113.168,0.1.113.169,2059789444972211360
0.1.113.170,0.1.113.170,2059789444972211367
0.1.113.172,0.1.113.177,2059789444975211371
0.1.113.179,0.1.113.185,2059789444975211363
0.1.113.187,0.1.113.193,2059789444974211374
0.1.113.194,0.1.113.200,2059789444977211348
0.1.113.201,0.1.113.210,2059789444976211347
0.1.113.212,0.1.113.222,2059789444979211352
0.1.113.224,0.1.113.226,2059789444978211357
0.1.113.227,0.1.113.228,2059789444978211359
0.1.113.230,0.1.113.230,2059789444978211353
0.1.113.232,0.1.113.236,2059788444869211039
0.1.113.237,0.1.113.240,2059788444869211035
0.1.113.242,0.1.113.252,2059788444870211038
0.1.113.253,0.1.114.3,2059788444867211026
0.1.114.4,0.1.114.6,2059788444867211031
0.1.114.7,0.1.114.14,2059788444868211030
0.1.114.15,0.1.114.23,2059788444865211048
0.1.114.25,0.1.114.34,2059788444866211024
0.1.114.35,0.1.114.40,2059788444863211053
0.1.114.42,0.1.114.52,2059788444864211052
0.1.114.54,0.1.114.54,2059788444864211050
0.1.114.56,0.1.114.64,2059788444861211043
0.1.114.65,0.1.114.65,2059788444861211042
0.1.114.67,0.1.114.67,2059788444861211040
0.1.114.68,0.1.114.75,2059788444862211045
0.1.114.77,0.1.114.77,2059788444862211047
0.1.114.79,0.1.114.89,2059783444871211105
0.1.114.91,0.1.114.95,2059783444870211114
0.1.114.97,0.1.114.100,2059783444869211106
0.1.114.102,0.1.114.109,2059783444869211115
0.1.114.110,0.1.114.111,2059783444868211104
0.1.114.112,0.1.114.122,2059783444867211110
0.1.114.123,0.1.114.127,2059783444867211107
0.1.114.128,0.1.114.135,2059783444866211134
0.1.114.136,0.1.114.146,2059783444865211128
0.1.114.147,0.1.114.148,2059783444865211126
0.1.114.150,0.1.114.159,2059783444864211124
0.1.114.161,0.1.114.164,2059783444863211124
0.1.114.165,0.1.114.171,2059783444862211126
0.1.114.173,0.1.114.182,2059782444865211107
0.1.114.183,0.1.114.185,2059782444865211108
0.1.114.186,0.1.114.193,2059782444866211105
0.1.114.195,0.1.114.204,2059782444867211115
0.1.114.206,0.1.114.216,2059782444868211118
0.1.114.217,0.1.114.218,2059782444868211104
0.1.114.220,0.1.114.226,2059782444861211131
0.1.114.228,0.1.114.233,2059782444862211133
0.1.114.235,0.1.114.245,2059782444863211134
0.1.114.247,0.1.114.255,2059782444864211105
0.1.115.1,0.1.115.2,2059782444864211116
0.1.115.3,0.1.115.7,2059782444857211018
0.1.115.9,0.1.115.15,2059782444858211019
0.1.115.17,0.1.115.19,2059782444858211023
0.1.115.21,0.1.115.24,1059782444860211039
0.1.115.25,0.1.115.31,1059782444860211032
0.1.115.32,0.1.115.33,1059782444860211030
0.1.115.35,0.1.115.36,1059782444861211034
0.1.115.38,0.1.115.43,1059782444861211025
0.1.115.45,0.1.115.53,1059782444858211032
0.1.115.55,0.1.115.62,1059782444859211034
0.1.115.63,0.1.115.66,1059782444856211049
0.1.115.67,0.1.115.72,1059782444856211043
0.1.115.74,0.1.115.78,1059782444857211024
0.1.115.79,0.1.115.82,1059782444857211036
0.1.115.84,0.1.115.93,1059782444854211044
0.1.115.95,0.1.115.101,1059782444855211049
0.1.115.103,0.1.115.106,1059782444852211045
0.1.115.107,0.1.115.109,1059782444852211042
0.1.115.110,0.1.115.113,1059782444852211054
0.1.115.114,0.1.115.122,1059782444853211048
0.1.115.124,0.1.115.125,1059783444962211367
0.1.115.127,0.1.115.128,1059783444962211362
0.1.115.129,0.1.115.137,1059783444961211366
0.1.115.138,0.1.115.148,1059783444964211368
0.1.115.150,0.1.115.152,1059783444964211364
0.1.115.154,0.1.115.155,1059783444963211362
0.1.115.157,0.1.115.161,1059783444963211364
0.1.115.162,0.1.115.167,1059783444966211369
0.1.115.169,0.1.115.178,1059783444965211373
0.1.115.179,0.1.115.189,1059783444968211349
0.1.115.190,0.1.115.198,1059783444967211347
0.1.115.200,0.1.115.209,1059783444970211355
0.1.115.211,0.1.115.212,1059783444970211350
0.1.115.213,0.1.115.214,1059783444969211357
0.1.115.215,0.1.115.224,1059780444848211053
0.1.115.225,0.1.115.235,1059780444849211055
0.1.115.237,0.1.115.239,1059780444849211051
0.1.115.241,0.1.115.241,1059780444849211049
0.1.115.242,0.1.115.251,1059780444850211052
0.1.115.253,0.1.115.255,1059780444851211029
0.1.116.0,0.1.116.7,1059780444851211037
0.1.116.8,0.1.116.9,1059780444852211024
0.1.116.10,0.1.116.18,1059780444853211026
0.1.116.20,0.1.116.21,1059780444853211025
0.1.116.22,0.1.116.32,1059780444854211035
0.1.116.33,0.1.116.36,1059780444854211031
0.1.116.38,0.1.116.44,1059780444855211038
0.1.116.45,0.1.116.54,1059780444840211059
0.1.116.55,0.1.116.64,1059780444841211056
0.1.116.65,0.1.116.65,1059780444841211057
0.1.116.66,0.1.116.71,1059781444854211031
0.1.116.73,0.1.116.76,1059781444854211036
0.1.116.77,0.1.116.80,1059781444853211049
0.1.116.82,0.1.116.83,1059781444853211054
0.1.116.84,0.1.116.93,1059781444852211051
0.1.116.94,0.1.116.94,1059781444852211048
0.1.116.95,0.1.116.105,1059781444851211050
0.1.116.106,0.1.116.111,1059781444858211035
0.1.116.113,0.1.116.120,1059781444857211037
0.1.116.121,0.1.116.127,1059781444857211030
0.1.116.128,0.1.116.128,1059781444856211026
0.1.116.129,0.1.116.139,1059781444855211024
0.1.116.141,0.1.116.147,1059781444855211032
0.1.116.148,0.1.116.149,1059781444846211069
0.1.116.150,0.1.116.160,1059781444845211057
0.1.116.161,0.1.116.166,1059781444845211067
0.1.116.168,0.1.116.170,1059786444980211353
0.1.116.172,0.1.116.174,1059786444980211357
0.1.116.176,0.1.116.183,1059786444981211329
0.1.116.185,0.1.116.188,1059786444978211357
0.1.116.189,0.1.116.190,1059786444978211359
0.1.116.191,0.1.116.196,1059786444978211349
0.1.116.197,0.1.116.205,1059786444979211353
0.1.116.206,0.1.116.216,1059786444984211335
0.1.116.217,0.1.116.224,1059786444985211342
0.1.116.225,0.1.116.229,1059786444982211328
0.1.116.231,0.1.116.240,1059786444983211328
0.1.116.241,0.1.116.251,1059786444972211360
0.1.116.252,0.1.116.255,1059786444972211364
0.1.117.1,0.1.117.3,1059786444973211373
0.1.117.5,0.1.117.15,1059787444986211329
0.1.117.16,0.1.117.17,1059787444986211335
0.1.117.18,0.1.117.26,1059787444985211333
0.1.117.28,0.1.117.38,1059787444988211342
0.1.117.39,0.1.117.39,1059787444988211343
0.1.117.40,0.1.117.48,1059787444987211337
0.1.117.49,0.1.117.52,1059787444982211358
0.1.117.54,0.1.117.56,1059787444982211354
0.1.117.57,0.1.117.61,1059787444982211351
0.1.117.63,0.1.117.73,1059787444984211333
0.1.117.75,0.1.117.81,1059787444984211341
0.1.117.83,0.1.117.93,1059787444978211371
0.1.117.95,0.1.117.105,1059787444977211370
0.1.117.106,0.1.117.110,1059787444977211361
0.1.117.111,0.1.117.111,1059787444977211360
0.1.117.113,0.1.117.116,1059784444968211373
0.1.117.118,0.1.117.120,1059784444968211361
0.1.117.121,0.1.117.130,1059784444969211362
0.1.117.131,0.1.117.141,1059784444970211358
0.1.117.143,0.1.117.143,1059784444971211345
0.1.117.145,0.1.117.153,1059784444964211364
0.1.117.154,0.1.117.164,1059784444965211364
0.1.117.166,0.1.117.166,1059784444965211362
0.1.117.168,0.1.117.169,1059784444965211361
0.1.117.170,0.1.117.172,1059784444966211363
0.1.117.174,0.1.117.179,1059784444966211364
0.1.117.181,0.1.117.188,1059784444967211370
0.1.117.189,0.1.117.193,1059784444976211328
0.1.117.195,0.1.117.198,1059784444976211335
0.1.117.199,0.1.117.209,1059784444977211333
0.1.117.210,0.1.117.218,1059785444974211350
0.1.117.219,0.1.117.227,1059785444973211346
0.1.117.229,0.1.117.234,1059785444972211368
0.1.117.235,0.1.117.244,1059785444971211371
0.1.117.245,0.1.117.250,1059785444971211361
0.1.117.252,0.1.117.253,1059785444970211373
0.1.117.255,0.1.118.7,1059785444969211362
0.1.118.8,0.1.118.9,1059785444969211360
0.1.118.10,0.1.118.13,1059785444969211364
0.1.118.14,0.1.118.24,1059785444968211374
0.1.118.26,0.1.118.31,1059785444967211360
0.1.118.33,0.1.118.43,1059785444982211343
0.1.118.44,0.1.118.50,1059785444981211339
0.1.118.52,0.1.118.57,1059774444844211126
0.1.118.59,0.1.118.59,1059774444844211124
0.1.118.60,0.1.118.65,1059774444844211134
0.1.118.67,0.1.118.67,1059774444845211121
0.1.118.69,0.1.118.73,1059774444845211127
0.1.118.74,0.1.118.79,1059774444842211018
0.1.118.80,0.1.118.80,1059774444842211021
0.1.118.82,0.1.118.92,1059774444843211020
0.1.118.93,0.1.118.93,1059774444843211021
0.1.118.94,0.1.118.99,1059774444840211008
0.1.118.100,0.1.118.105,1059774444840211018
0.1.118.106,0.1.118.111,1059774444841211017
0.1.118.112,0.1.118.120,1059774444838211009
0.1.118.122,0.1.118.131,1059774444839211011
0.1.118.132,0.1.118.132,1059774444839211008
0.1.118.134,0.1.118.140,1059774444852211115
0.1.118.141,0.1.118.148,1059774444853211114
0.1.118.149,0.1.118.150,1059774444853211116
0.1.118.151,0.1.118.157,1059775444850211135
0.1.118.158,0.1.118.161,1059775444850211131
0.1.118.162,0.1.118.169,1059775444849211134
0.1.118.171,0.1.118.172,1059775444849211131
0.1.118.173,0.1.118.177,1059775444852211109
0.1.118.179,0.1.118.187,1059775444851211130
0.1.118.188,0.1.118.191,1059775444851211134
0.1.118.193,0.1.118.199,1059775444854211105
0.1.118.201,0.1.118.210,1059775444853211109
0.1.118.211,0.1.118.220,1059775444856211116
0.1.118.222,0.1.118.228,1059775444855211117
0.1.118.229,0.1.118.230,1059775444855211115
0.1.118.231,0.1.118.235,1059775444855211110
0.1.118.237,0.1.118.246,1059775444841211013
0.1.118.247,0.1.118.251,1059775444841211008
0.1.118.253,0.1.118.254,1059775444841211021
0.1.119.0,0.1.119.8,59773444833211058
0.1.119.9,0.1.119.10,59773444832211065
0.1.119.12,0.1.119.22,59773444835211042
0.1.119.24,0.1.119.26,59773444835211046
0.1.119.28,0.1.119.36,59773444834211041
0.1.119.37,0.1.119.42,59773444829211060
0.1.119.43,0.1.119.43,59773444829211061
0.1.119.44,0.1.119.46,59773444829211056
0.1.119.47,0.1.119.54,59773444828211057
0.1.119.56,0.1.119.58,59773444828211069
0.1.119.60,0.1.119.69,59773444831211061
0.1.119.71,0.1.119.71,59773444830211058
0.1.119.73,0.1.119.83,59773444841211025
0.1.119.84,0.1.119.87,59773444841211029
0.1.119.88,0.1.119.91,59773444840211024
0.1.119.93,0.1.119.100,59772444827211059
0.1.119.101,0.1.119.111,59772444828211069
0.1.119.113,0.1.119.113,59772444828211071
0.1.119.115,0.1.119.119,59772444828211061
0.1.119.121,0.1.119.130,59772444826211062
0.1.119.132,0.1.119.142,59772444831211045
0.1.119.144,0.1.119.146,59772444831211041
0.1.119.148,0.1.119.150,59772444832211040
0.1.119.151,0.1.119.152,59772444832211042
0.1.119.154,0.1.119.163,59772444829211066
0.1.119.164,0.1.119.169,59772444829211056
0.1.119.170,0.1.119.179,59772444830211059
0.1.119.181,0.1.119.189,59772444835211042
0.1.119.191,0.1.119.191,59772444836211029
0.1.119.192,0.1.119.197,59772444836211027
0.1.119.199,0.1.119.205,59771444853211117
0.1.119.206,0.1.119.209,59771444853211105
0.1.119.211,0.1.119.216,59771444852211113
0.1.119.217,0.1.119.217,59771444852211112
0.1.119.218,0.1.119.220,59771444851211106
0.1.119.221,0.1.119.227,59771444851211109
0.1.119.228,0.1.119.228,59771444851211114
0.1.119.229,0.1.119.235,59771444850211108
0.1.119.236,0.1.119.244,59771444849211104
0.1.119.246,0.1.119.247,59771444849211107
0.1.119.248,0.1.119.253,59771444848211128
0.1.119.254,0.1.120.2,59771444848211123
0.1.120.3,0.1.120.5,59771444847211135
0.1.120.7,0.1.120.7,59771444847211133
0.1.120.9,0.1.120.9,59771444847211131
0.1.120.10,0.1.120.12,59771444847211126
0.1.120.14,0.1.120.20,59771444846211131
0.1.120.21,0.1.120.21,59771444846211130
0.1.120.22,0.1.120.24,59771444845211120
0.1.120.26,0.1.120.36,59771444844211125
0.1.120.38,0.1.120.42,59771444844211135
0.1.120.43,0.1.120.46,59770444847211107
0.1.120.47,0.1.120.54,59770444848211106
0.1.120.56,0.1.120.56,59770444848211104
0.1.120.58,0.1.120.62,59770444848211114
0.1.120.63,0.1.120.66,59770444849211117
0.1.120.68,0.1.120.78,59770444850211116
0.1.120.80,0.1.120.89,59770444843211128
0.1.120.90,0.1.120.100,59770444844211128
0.1.120.102,0.1.120.107,59770444845211128
0.1.120.108,0.1.120.115,59770444846211109
0.1.120.117,0.1.120.117,59770444846211111
0.1.120.118,0.1.120.125,59770444839211016
0.1.120.127,0.1.120.132,59770444839211009
0.1.120.134,0.1.120.144,59769444841211134
0.1.120.145,0.1.120.145,59769444841211135
0.1.120.146,0.1.120.148,59769444841211130
0.1.120.150,0.1.120.157,59769444840211134
0.1.120.158,0.1.120.167,59769444843211111
0.1.120.169,0.1.120.177,59769444842211128
0.1.120.179,0.1.120.183,59769444842211122
0.1.120.184,0.1.120.187,59769444845211105
0.1.120.188,0.1.120.193,59769444845211115
0.1.120.194,0.1.120.195,59769444844211104
0.1.120.196,0.1.120.203,59769444844211112
0.1.120.205,0.1.120.214,59769444846211119
0.1.120.216,0.1.120.226,59769444833211012
0.1.120.228,0.1.120.234,59769444832211013
0.1.120.235,0.1.120.244,59768444835211127
0.1.120.245,0.1.120.248,59768444835211123
0.1.120.249,0.1.120.255,59768444836211121
0.1.121.1,0.1.121.3,59768444836211125
0.1.121.5,0.1.121.15,59768444833211022
0.1.121.16,0.1.121.17,59768444833211008
0.1.121.18,0.1.121.21,59768444834211017
0.1.121.23,0.1.121.33,59768444831211014
0.1.121.34,0.1.121.34,59768444831211013
0.1.121.35,0.1.121.45,59768444832211019
0.1.121.46,0.1.121.52,59768444829211009
0.1.121.53,0.1.121.53,59768444829211008
0.1.121.55,0.1.121.56,59768444829211021
0.1.121.58,0.1.121.58,59768444830211014
0.1.121.60,0.1.121.64,59768444830211008
0.1.121.66,0.1.121.76,59768444843211111
0.1.121.78,0.1.121.81,59768444844211115
0.1.121.83,0.1.121.88,59767444829211020
0.1.121.89,0.1.121.95,59767444829211019
0.1.121.96,0.1.121.100,59767444828211009
0.1.121.101,0.1.121.111,59767444827211013
0.1.121.113,0.1.121.114,59767444827211008
0.1.121.115,0.1.121.121,59767444826211014
0.1.121.122,0.1.121.125,59767444826211010
0.1.121.127,0.1.121.135,59767444833211127
0.1.121.136,0.1.121.136,59767444833211128
0.1.121.137,0.1.121.146,59767444832211135
0.1.121.147,0.1.121.147,59767444832211134
0.1.121.148,0.1.121.154,59767444831211020
0.1.121.155,0.1.121.161,59767444830211018
0.1.121.163,0.1.121.172,59767444837211104
0.1.121.174,0.1.121.182,59767444836211135
0.1.121.184,0.1.121.185,59767444836211132
0.1.121.186,0.1.121.191,59766444823211014
0.1.121.192,0.1.121.194,59766444823211011
0.1.121.196,0.1.121.206,59766444824211022
0.1.121.208,0.1.121.212,59766444825211015
0.1.121.213,0.1.121.223,59766444826211017
0.1.121.225,0.1.121.235,59766444827211022
0.1.121.237,0.1.121.247,59766444828211011
0.1.121.249,0.1.121.255,59766444829211120
0.1.122.0,0.1.122.3,59766444830211121
0.1.122.4,0.1.122.8,59766444830211126
0.1.122.9,0.1.122.17,59766444831211128
0.1.122.19,0.1.122.22,59766444832211134
0.1.122.24,0.1.122.27,59766444832211131
0.1.122.29,0.1.122.38,59781444977211332
0.1.122.39,0.1.122.45,59781444976211330
0.1.122.47,0.1.122.48,59781444976211335
0.1.122.50,0.1.122.52,59781444979211336
0.1.122.54,0.1.122.60,59781444979211328
0.1.122.62,0.1.122.62,59781444978211343
0.1.122.63,0.1.122.66,59781444978211339
0.1.122.67,0.1.122.76,59781444973211354
0.1.122.77,0.1.122.80,59781444973211350
0.1.122.81,0.1.122.85,59781444972211358
0.1.122.86,0.1.122.96,59781444975211328
0.1.122.97,0.1.122.106,59781444974211359
0.1.122.108,0.1.122.111,59781444974211346
0.1.122.113,0.1.122.122,59781444968211369
0.1.122.124,0.1.122.132,59780444971211355
0.1.122.133,0.1.122.134,59780444971211353
0.1.122.135,0.1.122.142,59780444972211332
0.1.122.143,0.1.122.144,59780444972211334
0.1.122.145,0.1.122.155,59780444969211358
0.1.122.157,0.1.122.159,59780444969211354
0.1.122.160,0.1.122.168,59780444970211352
0.1.122.169,0.1.122.172,59780444975211343
0.1.122.173,0.1.122.178,59780444975211337
0.1.122.180,0.1.122.183,59780444976211337
0.1.122.184,0.1.122.186,59780444976211340
0.1.122.188,0.1.122.190,59780444976211328
0.1.122.192,0.1.122.196,59780444973211333
0.1.122.197,0.1.122.198,59780444973211335
0.1.122.199,0.1.122.203,59780444974211331
0.1.122.205,0.1.122.210,59780444974211338
0.1.122.212,0.1.122.220,59780444963211371
0.1.122.221,0.1.122.226,59780444964211368
0.1.122.227,0.1.122.227,59780444964211369
0.1.122.229,0.1.122.237,-940235555161788892
0.1.122.238,0.1.122.247,-940235555160788889
0.1.122.249,0.1.123.2,-940235555159788887
0.1.123.4,0.1.123.8,-940235555158788886
0.1.123.10,0.1.123.11,-940235555158788883
0.1.123.12,0.1.123.19,-940235555165788866
0.1.123.20,0.1.123.27,-940235555164788865
0.1.123.29,0.1.123.31,-940235555164788869
0.1.123.33,0.1.123.36,-940235555163788869
0.1.123.38,0.1.123.41,-940235555163788866
0.1.123.43,0.1.123.52,-940235555162788894
0.1.123.53,0.1.123.63,-940235555169788978
0.1.123.65,0.1.123.66,-940235555168788982
0.1.123.67,0.1.123.75,-940235555168788989
0.1.123.77,0.1.123.80,-940234555155788884
0.1.123.81,0.1.123.87,-940234555156788882
0.1.123.88,0.1.123.95,-940234555156788890
0.1.123.96,0.1.123.104,-940234555157788886
0.1.123.106,0.1.123.115,-940234555158788888
0.1.123.117,0.1.123.123,-940234555159788893
0.1.123.124,0.1.123.132,-940234555160788867
0.1.123.134,0.1.123.137,-940234555161788865
0.1.123.139,0.1.123.141,-940234555161788869
0.1.123.142,0.1.123.144,-940234555161788874
0.1.123.146,0.1.123.147,-940234555162788868
0.1.123.149,0.1.123.159,-940234555163788877
0.1.123.161,0.1.123.164,-940234555163788872
0.1.123.165,0.1.123.175,-940234555164788866
